EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,holidays
705,51,No,Travel_Rarely,Sales,18,2,Life Sciences,Male,4,Manufacturing Director,Divorced,77250,1,13,1,33,2,33,0,10,3,2,3,3,3,11
706,38,No,Travel_Rarely,Sales,2,4,Life Sciences,Female,1,Research Scientist,Divorced,107250,3,18,0,11,5,7,1,7,2,1,3,2,3,12
707,34,No,Travel_Rarely,Sales,4,3,Life Sciences,Male,2,Research Scientist,Single,88470,1,16,0,10,3,10,9,6,3,1,4,4,3,20
708,25,No,Travel_Rarely,Research & Development,6,2,Medical,Female,4,Research Scientist,Married,20450,3,19,0,7,3,3,1,2,4,4,2,3,3,22
709,58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,Male,2,Sales Executive,Married,10090,7,13,2,31,3,10,5,9,3,1,2,4,3,20
710,40,No,Travel_Rarely,Research & Development,14,4,Medical,Female,1,Research Scientist,Married,33480,3,22,0,7,2,4,0,3,2,2,3,1,4,21
711,36,No,Travel_Frequently,Sales,16,2,Life Sciences,Male,1,Research Scientist,Married,12810,2,11,0,17,2,15,6,13,1,1,2,3,3,15
712,48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,2,Research Scientist,Single,28190,1,20,0,11,2,10,0,8,4,4,3,2,4,7
713,27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Laboratory Technician,Married,48510,8,18,0,5,2,1,0,0,3,4,3,3,3,10
714,51,No,Travel_Rarely,Research & Development,4,1,Medical,Female,3,Manufacturing Director,Single,40280,3,14,0,29,3,5,0,3,4,2,2,3,3,22
715,18,No,Non-Travel,Research & Development,1,4,Medical,Male,2,Sales Executive,Single,27200,1,22,1,0,2,0,0,0,4,4,4,3,4,5
716,35,No,Travel_Rarely,Research & Development,1,4,Other,Female,2,Research Director,Married,81200,0,13,0,10,2,9,0,0,4,4,3,2,3,20
717,27,No,Travel_Frequently,Research & Development,26,4,Medical,Female,1,Research Director,Single,46470,3,17,0,8,3,6,0,0,4,4,3,4,3,12
718,55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,Male,1,Human Resources,Single,46800,6,14,3,24,0,19,3,8,1,3,2,4,3,6
719,56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,Male,2,Laboratory Technician,Married,32210,4,15,2,33,2,19,15,9,4,2,3,3,3,14
720,34,No,Non-Travel,Sales,1,2,Life Sciences,Male,2,Research Scientist,Divorced,86210,1,17,1,5,1,5,0,0,1,3,3,3,3,15
721,40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Divorced,45770,5,11,1,15,3,12,11,8,2,3,3,2,3,13
722,34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,1,Research Scientist,Married,45530,4,18,1,10,2,8,7,7,2,3,3,4,3,15
723,31,Yes,Travel_Frequently,Research & Development,2,2,Medical,Female,2,Manufacturing Director,Single,53960,7,17,1,3,2,1,0,0,3,4,4,1,3,11
724,35,Yes,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Manufacturing Director,Married,67960,0,13,0,5,2,4,3,2,4,3,2,3,3,8
725,38,No,Travel_Frequently,Research & Development,7,3,Medical,Female,2,Sales Representative,Divorced,76250,1,15,0,4,2,4,0,3,4,3,3,2,3,23
726,34,No,Travel_Rarely,Research & Development,10,4,Other,Female,2,Laboratory Technician,Single,74120,1,24,0,14,4,14,4,11,3,4,4,3,4,16
727,28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,2,Healthcare Representative,Married,111590,1,12,0,5,2,5,0,4,3,1,3,3,3,15
728,31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,2,Sales Executive,Married,49600,1,15,0,10,3,10,6,7,4,3,2,2,3,10
729,39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,Female,2,Healthcare Representative,Married,104750,3,11,1,8,3,5,1,4,1,4,4,3,3,2
730,51,No,Travel_Frequently,Research & Development,20,3,Medical,Male,2,Sales Executive,Married,148140,2,11,1,14,2,4,3,2,2,2,3,2,3,20
731,41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,4,Sales Executive,Divorced,191410,3,12,1,12,2,6,3,3,4,4,2,3,3,11
732,37,No,Travel_Rarely,Research & Development,2,2,Medical,Female,1,Healthcare Representative,Married,54050,7,15,0,8,3,6,1,3,3,3,3,4,3,11
733,33,No,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Sales Executive,Married,87930,6,17,0,8,2,5,1,2,2,4,4,3,3,9
734,32,No,Travel_Rarely,Research & Development,1,4,Medical,Male,5,Research Director,Married,191890,0,12,1,4,3,3,1,2,3,2,2,3,3,17
735,39,No,Non-Travel,Research & Development,29,2,Life Sciences,Male,2,Sales Executive,Married,38750,3,15,0,13,3,6,0,5,3,3,3,3,3,10
736,25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,1,Sales Executive,Married,22160,2,13,3,6,2,3,1,2,1,3,NA,2,3,8
737,52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Sales Executive,Married,117130,2,14,0,24,2,5,0,2,4,3,2,3,3,12
738,43,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,78610,1,14,2,20,1,20,1,8,1,3,1,3,3,11
739,27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Married,37080,1,16,2,6,2,6,4,4,4,4,3,3,3,18
740,27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1,18,1,8,3,8,7,7,4,3,3,4,3,8
741,26,No,Travel_Rarely,Research & Development,2,2,Other,Male,3,Laboratory Technician,Single,53040,0,20,1,5,2,4,1,1,1,4,3,3,4,24
742,42,No,Travel_Rarely,Sales,23,3,Marketing,Female,3,Research Scientist,Married,26420,0,13,1,21,3,20,0,9,3,1,3,3,3,12
743,52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9,18,1,12,6,5,0,4,3,1,1,3,3,14
744,37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,2,Manager,Single,68040,4,13,1,8,1,3,0,2,1,3,3,3,3,19
745,35,No,Travel_Frequently,Research & Development,6,4,Medical,Female,2,Research Director,Single,61420,2,15,1,10,2,2,2,2,3,4,3,3,3,19
746,25,No,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Sales Executive,Married,25000,4,14,2,7,2,3,0,2,1,4,2,1,3,21
747,26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,1,Research Scientist,Single,63890,0,22,0,8,2,7,0,7,3,1,3,2,4,20
748,29,No,Travel_Rarely,Sales,9,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1,12,0,10,5,10,0,9,2,1,2,2,3,8
749,49,Yes,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3,18,0,20,2,4,1,3,1,1,3,3,3,11
750,29,Yes,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0,15,1,9,2,8,7,7,3,4,3,3,3,20
751,54,No,Travel_Rarely,Sales,1,3,Medical,Female,2,Manager,Single,22970,6,18,2,29,2,20,12,7,4,4,2,2,3,19
752,58,No,Travel_Rarely,Sales,22,3,Life Sciences,Female,2,Laboratory Technician,Married,24500,3,12,1,32,2,9,1,5,4,1,3,3,3,3
753,55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Research Scientist,Divorced,50930,2,16,1,31,3,7,0,0,2,4,4,3,3,16
754,36,No,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,53090,3,13,0,15,5,5,0,1,1,2,3,3,3,15
755,31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1,19,0,1,3,1,0,0,2,3,3,3,3,9
756,30,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,51210,7,13,0,8,4,3,0,2,4,1,3,3,3,4
757,31,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,168560,3,12,1,9,3,3,1,0,1,2,4,3,3,13
758,34,No,Travel_Frequently,Sales,2,1,Marketing,Female,5,Manager,Divorced,26860,5,11,0,10,3,4,1,3,4,1,3,4,3,21
759,31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1,14,1,1,2,1,0,0,1,2,4,1,3,15
760,27,No,Travel_Rarely,Human Resources,11,4,Medical,Male,4,Sales Executive,Married,66320,0,16,0,6,3,5,1,4,2,1,4,3,3,6
761,36,No,Travel_Rarely,Sales,1,3,Marketing,Male,2,Research Scientist,Single,35050,1,12,2,10,2,10,1,8,1,4,2,2,3,11
762,36,No,Travel_Rarely,Research & Development,24,3,Other,Female,3,Research Director,Married,63970,4,14,1,11,3,3,0,2,3,1,2,3,3,4
763,47,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Sales Executive,Married,62740,7,14,2,17,0,6,1,2,1,4,2,3,3,12
764,25,Yes,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3,19,0,6,3,3,2,2,1,1,3,2,3,12
765,37,No,Non-Travel,Sales,8,4,Medical,Male,1,Healthcare Representative,Single,75870,0,22,1,7,5,6,1,3,3,3,1,3,4,16
766,56,No,Travel_Rarely,Research & Development,10,4,Other,Male,2,Sales Representative,Married,42580,2,16,0,5,2,3,1,0,1,1,4,3,3,17
767,47,No,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Married,43640,3,11,1,26,3,20,5,6,1,3,4,3,3,8
768,24,No,Travel_Rarely,Research & Development,5,1,Other,Male,1,Manufacturing Director,Married,43350,1,15,1,5,5,5,0,3,4,3,3,3,3,13
769,32,No,Travel_Rarely,Sales,4,3,Marketing,Male,1,Research Scientist,Married,53260,4,14,1,7,2,4,0,3,4,4,2,3,3,12
770,34,No,Travel_Rarely,Research & Development,9,2,Medical,Male,1,Sales Executive,Married,32800,5,13,0,7,3,5,0,2,4,2,2,3,3,22
771,41,No,Travel_Rarely,Research & Development,26,3,Medical,Female,3,Sales Executive,Married,54850,2,17,2,7,2,4,0,3,2,3,2,3,3,6
772,40,No,Non-Travel,Sales,3,2,Life Sciences,Male,1,Sales Executive,Divorced,43420,3,11,1,11,6,8,0,7,3,3,4,2,3,19
773,31,No,Travel_Rarely,Research & Development,16,3,Medical,Male,2,Human Resources,Divorced,27820,1,19,1,13,5,13,9,9,1,4,3,3,3,8
774,46,Yes,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4,11,1,28,2,7,4,3,1,4,4,3,3,11
775,39,Yes,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2,15,2,11,1,1,0,0,1,1,4,2,3,6
776,31,Yes,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1,13,3,10,3,10,4,7,3,2,3,3,3,20
777,45,No,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2,14,0,24,1,7,0,7,2,1,3,3,3,14
778,31,No,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9,13,0,8,3,3,0,2,4,2,3,3,3,23
779,31,Yes,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,23,1,7,5,2,2,2,2,4,1,3,4,6
780,45,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4,12,1,10,5,3,1,2,2,4,4,3,3,15
781,48,No,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4,12,0,15,3,2,2,2,3,1,3,3,3,14
782,34,Yes,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1,16,1,2,3,2,2,2,1,3,3,3,3,15
783,40,No,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2,15,1,16,1,9,4,8,4,2,3,2,3,7
784,28,No,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0,13,1,6,0,5,1,3,4,1,3,3,3,16
785,44,No,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3,18,0,7,4,5,0,3,3,3,3,2,3,19
786,53,No,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4,20,0,35,2,9,8,8,4,2,2,3,4,15
787,49,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2,19,0,20,2,3,1,2,1,3,2,1,3,8
788,40,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2,18,1,8,3,3,1,2,3,3,4,3,3,9
789,44,No,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1,13,0,6,2,5,1,3,4,2,2,4,3,5
790,33,No,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0,14,3,5,2,4,0,3,4,1,3,3,3,11
791,34,No,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3,15,1,15,5,13,3,12,4,1,3,3,3,13
792,30,No,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8,22,0,4,3,2,2,2,4,3,2,3,4,10
793,42,No,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1,22,2,12,2,12,5,8,1,4,3,3,4,22
794,44,No,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7,16,2,11,2,1,0,0,1,3,2,3,3,15
795,30,No,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1,17,1,1,2,1,0,0,3,3,2,3,3,19
796,57,No,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0,14,0,13,5,12,2,8,2,3,2,2,3,19
797,49,No,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3,15,0,29,5,8,0,7,3,2,3,3,3,13
798,34,No,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7,20,0,16,3,14,6,9,2,1,2,3,4,20
799,28,Yes,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5,5,3,1,2,1,3,4,3,4,5
800,29,Yes,Travel_Frequently,Research & Development,28,3,Medical,Female,5,Research Scientist,Single,44340,NA,17,3,7,1,5,0,0,1,2,1,3,3,6
801,34,Yes,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0,15,1,16,2,15,10,10,1,2,4,3,3,7
802,35,No,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1,14,1,1,4,1,0,0,4,3,3,2,3,22
803,24,Yes,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2,17,1,4,3,0,0,0,2,1,2,2,3,16
804,24,No,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1,17,1,1,3,1,0,0,4,2,3,1,3,10
805,44,No,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5,22,1,16,1,2,2,2,2,3,2,2,4,6
806,29,No,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1,13,0,10,6,10,0,4,3,3,3,3,3,6
807,30,No,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0,19,1,6,2,5,1,3,3,3,4,3,3,7
808,55,No,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0,14,1,4,6,3,1,2,4,3,3,3,3,14
809,33,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8,22,2,8,2,5,0,2,1,2,3,3,4,5
810,47,No,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3,17,0,11,5,5,1,2,3,3,2,2,3,9
811,28,Yes,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7,12,0,8,3,0,0,0,3,1,2,3,3,5
812,28,No,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1,16,0,1,3,1,0,0,1,3,1,2,3,9
813,28,No,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0,11,0,5,3,4,1,3,3,1,3,3,3,22
814,49,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4,11,0,10,3,3,1,2,3,1,3,3,3,16
815,29,No,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0,14,0,4,2,3,0,2,4,2,3,1,3,5
816,28,No,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1,11,0,8,3,8,1,7,3,2,2,2,3,19
817,33,No,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2,15,3,14,2,0,0,0,4,3,3,2,3,18
818,32,No,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2,20,0,10,3,5,0,0,3,4,4,2,4,10
819,54,No,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3,12,0,26,3,14,1,12,2,4,3,2,3,21
820,29,Yes,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6,17,2,11,2,9,0,7,1,1,1,3,3,8
821,44,No,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3,11,1,24,5,20,14,17,4,1,4,2,3,20
822,39,No,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4,17,1,9,2,2,2,2,2,2,3,4,3,21
823,46,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8,11,0,23,1,13,5,1,3,2,4,2,3,8
824,35,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1,14,0,11,2,11,3,3,4,2,1,4,3,20
825,23,No,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0,19,1,5,2,4,1,2,1,3,3,2,3,15
826,40,Yes,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3,15,1,15,3,5,1,0,4,1,1,4,3,19
827,34,No,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1,13,1,10,2,10,8,6,4,3,3,3,3,15
828,31,Yes,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,7,3,7,7,7,4,3,1,2,3,19
829,50,No,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Manager,Single,23420,1,12,1,32,2,32,13,9,3,4,3,2,3,13
830,34,No,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0,17,2,12,3,11,5,7,2,3,3,3,3,17
831,42,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4,11,3,4,2,1,0,0,3,2,3,3,3,9
832,37,No,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1,12,0,10,1,10,3,7,1,4,3,3,3,18
833,29,No,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3,13,0,9,5,7,0,7,3,1,3,4,3,11
834,33,No,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1,13,3,5,1,5,0,2,4,2,3,3,3,16
835,45,No,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4,20,1,8,1,5,0,3,4,4,3,2,4,10
836,42,No,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2,17,2,24,1,20,13,9,4,4,1,3,3,5
837,40,No,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0,13,1,9,2,8,7,1,1,1,4,4,3,6
838,33,No,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1,17,0,15,3,15,5,7,2,3,3,2,3,7
839,40,No,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1,12,2,21,4,21,7,7,3,4,3,3,3,5
840,24,No,Travel_Rarely,Sales,10,2,Marketing,Male,1,Manufacturing Director,Divorced,23560,0,13,0,2,5,1,0,0,3,1,3,3,3,7
841,40,No,Non-Travel,Research & Development,7,3,Medical,Male,1,Research Scientist,Divorced,28000,3,12,2,8,0,2,2,2,4,4,3,2,3,7
842,45,No,Travel_Rarely,Research & Development,4,3,Medical,Female,3,Laboratory Technician,Divorced,118360,1,22,0,10,2,10,7,7,1,2,3,4,4,12
843,35,No,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,1,Healthcare Representative,Married,109030,0,11,0,6,3,5,4,2,2,3,3,4,3,17
844,32,No,Travel_Rarely,Research & Development,22,4,Medical,Male,1,Sales Executive,Married,29730,3,22,0,12,0,7,2,5,4,2,3,4,4,8
845,36,No,Travel_Rarely,Sales,9,3,Marketing,Female,4,Research Scientist,Single,142750,3,18,1,7,5,3,1,2,3,4,2,2,3,5
846,48,No,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Laboratory Technician,Divorced,55620,8,13,1,18,2,8,7,7,3,3,3,3,3,12
847,29,No,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Healthcare Representative,Married,45370,6,18,1,5,5,1,0,0,NA,3,2,4,3,8
848,33,No,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Healthcare Representative,Married,76420,2,20,1,8,2,2,2,2,1,1,1,2,4,15
849,30,Yes,Travel_Rarely,Research & Development,1,3,Other,Male,3,Sales Executive,Married,179240,1,13,2,10,2,10,6,7,2,1,3,3,3,20
850,38,No,Travel_Frequently,Sales,9,3,Marketing,Male,1,Manufacturing Director,Married,52040,3,13,1,10,2,6,1,2,3,3,3,3,3,10
851,35,No,Travel_Rarely,Sales,7,2,Life Sciences,Male,1,Sales Executive,Single,22770,1,12,1,3,2,3,1,2,4,1,3,3,3,5
852,30,No,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,5,Research Director,Married,27950,3,13,0,9,4,4,1,3,3,2,3,3,3,16
853,35,Yes,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1,13,0,1,2,1,0,0,1,1,3,1,3,17
854,53,Yes,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0,25,0,34,2,33,1,9,3,4,3,3,4,5
855,38,Yes,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4,19,1,7,3,5,1,4,3,2,3,2,3,6
856,32,No,Non-Travel,Research & Development,10,4,Life Sciences,Female,5,Research Scientist,Married,23800,4,13,0,9,5,6,1,2,4,1,2,3,3,15
857,48,No,Travel_Rarely,Research & Development,2,5,Life Sciences,Male,1,Sales Executive,Married,47650,8,12,1,10,4,8,7,6,3,1,2,3,3,17
858,34,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Single,20440,1,11,0,1,2,1,0,0,1,4,1,3,3,10
859,55,No,Travel_Rarely,Research & Development,11,1,Medical,Female,1,Laboratory Technician,Married,26930,1,18,0,36,6,36,2,13,3,4,3,2,3,15
860,34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,2,Research Scientist,Married,65860,9,18,1,9,3,2,2,1,2,NA,2,3,3,21
861,26,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Male,1,Research Director,Married,32940,1,11,0,1,6,1,0,0,1,4,3,3,3,10
862,38,No,Travel_Rarely,Sales,14,2,Marketing,Female,1,Sales Executive,Married,41710,0,23,0,10,4,9,7,7,3,2,NA,4,4,13
863,38,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Manufacturing Director,Single,27780,2,13,0,8,5,3,1,2,2,2,4,2,3,17
864,36,No,Travel_Rarely,Human Resources,1,3,Human Resources,Male,1,Research Scientist,Single,23770,6,13,2,15,3,1,0,0,2,3,3,3,3,18
865,29,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,1,Sales Representative,Single,24040,1,17,0,10,3,10,1,5,2,1,3,2,3,12
866,35,No,Travel_Rarely,Sales,12,2,Life Sciences,Female,2,Sales Executive,Single,23180,3,19,0,10,4,5,0,4,1,3,3,4,3,21
867,39,No,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,20080,2,12,0,11,3,7,7,6,4,3,3,3,3,4
868,29,No,Travel_Frequently,Research & Development,5,1,Medical,Female,1,Research Scientist,Divorced,62440,1,22,0,6,3,6,1,3,1,4,4,3,4,12
869,50,No,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,27990,4,12,1,27,0,1,0,0,3,3,3,1,3,9
870,23,No,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,3,Manager,Married,105520,2,11,0,4,2,2,2,2,4,3,3,3,3,9
871,36,No,Travel_Frequently,Sales,21,3,Life Sciences,Male,2,Human Resources,Married,23290,3,15,0,9,2,3,0,2,1,1,3,3,3,14
872,42,No,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,5,Manager,Single,40140,8,13,1,24,3,1,0,1,4,4,3,3,3,6
873,35,No,Travel_Rarely,Sales,4,3,Medical,Female,2,Laboratory Technician,Married,74030,1,12,1,10,4,10,6,8,2,3,2,3,3,5
874,34,No,Travel_Frequently,Research & Development,25,1,Life Sciences,Female,1,Manager,Married,22590,1,14,0,8,2,8,7,7,4,3,2,3,3,17
875,40,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Laboratory Technician,Married,69320,1,13,0,5,5,5,1,2,4,1,3,3,3,14
876,43,No,Travel_Rarely,Research & Development,1,1,Other,Male,1,Manager,Divorced,46780,5,25,1,8,0,6,0,2,4,2,3,4,4,21
877,35,No,Travel_Rarely,Sales,6,3,Marketing,Female,3,Sales Representative,Married,135820,1,17,1,1,3,1,0,1,3,4,2,2,3,16
878,46,No,Travel_Rarely,Research & Development,12,4,Technical Degree,Male,1,Laboratory Technician,Single,23320,1,11,0,27,2,26,0,12,4,1,1,3,3,8
879,28,Yes,Travel_Rarely,Human Resources,1,3,Medical,Female,2,Laboratory Technician,Married,24130,1,16,1,1,2,1,0,0,3,2,3,3,3,12
880,22,No,Non-Travel,Sales,17,2,Marketing,Male,3,Sales Executive,Married,97050,1,18,2,4,3,4,1,3,2,3,2,2,3,12
881,50,No,Travel_Frequently,Research & Development,3,3,Other,Male,2,Research Scientist,Married,42940,2,20,0,32,2,30,12,13,2,3,3,2,4,6
882,32,No,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,3,Research Scientist,Married,47210,3,14,1,6,3,3,0,2,2,4,3,3,3,17
883,44,No,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,3,Manager,Divorced,25190,0,21,2,23,2,22,1,10,2,4,2,3,4,6
